"ID","ResponseId","DurationSec","AGE1","AGE2_18_29","AGE2_30_44","AGE2_45_59","AGE2_60_UP","GEND_Male","GEND_Female","RACE_White","RACE_Other","EDUC_L_HS","EDUC_Bach","EDUC_Mast","HHADULTS","HHKIDS","HHWORKERS","HHINC_000_050","HHINC_050_100","HHINC_100__UP","PLACETYPE_Urban","PLACETYPE_Sub_Urban","PLACETYPE_Suburban","PLACETYPE_Rural_all","WDAYS","CDAYS","COMMUTE_YesCurrently","COMMUTE_NoUsedTo","MODE_AutoD","MODE_AutoP","MODE_Transit","MODE_Walk","MODE_Bike","PARKCOST_Yes","PARKCOST_No","TOLLCOST_Yes","TOLLCOST_No","TIMEDEP_Morning","TIMEDEP_AfterEveNight","FLEXWORK_Yes","FLEXWORK_No","FLEXINC_Yes","FLEXINC_No","PRIMWORK_Yes","PRIMWORK_No","IMP_TT","IMP_TC","IMP_WT","IMP_IN","SAT_WORK","SAT_COMM","ENJOYWC_Work","ENJOYWC_Comm","IDEALTT_00___","IDEALTT_01_05","IDEALTT_06_15","IDEALTT_15_UP","TTPD","TCPD","WTPD","INPD","name","value","choice","TT_C","TC_C","WT_C","IN_C","TT_A","TC_A","WT_A","IN_A","TT_B","TC_B","WT_B","IN_B"
148,"R_3nxidCHesifWuuY",475,32,0,1,0,0,0,1,1,0,0,1,0,1,4,1,0,1,0,0,1,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,1,1,2,1,-1,1,0,0,0,1,0,90,10,90,120,"M3Q1","A",2,90,10,90,120,100,12.5,110,146.67,100,11.5,70,120
148,"R_3nxidCHesifWuuY",475,32,0,1,0,0,0,1,1,0,0,1,0,1,4,1,0,1,0,0,1,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,1,1,2,1,-1,1,0,0,0,1,0,90,10,90,120,"M3Q2","B",3,90,10,90,120,90,10,80,93.33,105,11.5,110,146.67
148,"R_3nxidCHesifWuuY",475,32,0,1,0,0,0,1,1,0,0,1,0,1,4,1,0,1,0,0,1,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,1,1,2,1,-1,1,0,0,0,1,0,90,10,90,120,"M3Q3","B",3,90,10,90,120,75,10,80,93.33,105,12.5,100,146.67
148,"R_3nxidCHesifWuuY",475,32,0,1,0,0,0,1,1,0,0,1,0,1,4,1,0,1,0,0,1,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,1,1,2,1,-1,1,0,0,0,1,0,90,10,90,120,"M3Q4","C",1,90,10,90,120,100,7.5,80,106.67,75,10,80,93.33
148,"R_3nxidCHesifWuuY",475,32,0,1,0,0,0,1,1,0,0,1,0,1,4,1,0,1,0,0,1,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,1,1,2,1,-1,1,0,0,0,1,0,90,10,90,120,"M3Q5","C",1,90,10,90,120,105,11.5,100,133.33,75,10,90,93.33
148,"R_3nxidCHesifWuuY",475,32,0,1,0,0,0,1,1,0,0,1,0,1,4,1,0,1,0,0,1,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,1,1,2,1,-1,1,0,0,0,1,0,90,10,90,120,"M3Q6","A",2,90,10,90,120,80,12.5,100,133.33,100,7.5,100,133.33
148,"R_3nxidCHesifWuuY",475,32,0,1,0,0,0,1,1,0,0,1,0,1,4,1,0,1,0,0,1,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,1,1,2,1,-1,1,0,0,0,1,0,90,10,90,120,"M3Q7","C",1,90,10,90,120,75,8.5,110,106.67,90,8.5,70,106.67
148,"R_3nxidCHesifWuuY",475,32,0,1,0,0,0,1,1,0,0,1,0,1,4,1,0,1,0,0,1,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,1,1,2,1,-1,1,0,0,0,1,0,90,10,90,120,"M3Q8","B",3,90,10,90,120,105,8.5,90,146.67,80,12.5,100,146.67
148,"R_3nxidCHesifWuuY",475,32,0,1,0,0,0,1,1,0,0,1,0,1,4,1,0,1,0,0,1,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,1,1,2,1,-1,1,0,0,0,1,0,90,10,90,120,"M3Q9","A",2,90,10,90,120,80,12.5,90,133.33,90,7.5,110,133.33
148,"R_3nxidCHesifWuuY",475,32,0,1,0,0,0,1,1,0,0,1,0,1,4,1,0,1,0,0,1,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,1,1,2,1,-1,1,0,0,0,1,0,90,10,90,120,"M3Q10","A",2,90,10,90,120,90,11.5,70,120,80,7.5,80,106.67
149,"R_9S2bc96daIHSabv",543,40,0,1,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,90,3.92,360,90,"M3Q1","A",2,90,3.92,360,90,100,6.42,380,95,100,5.42,340,90
149,"R_9S2bc96daIHSabv",543,40,0,1,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,90,3.92,360,90,"M3Q2","B",3,90,3.92,360,90,90,3.92,350,85,105,5.42,380,95
149,"R_9S2bc96daIHSabv",543,40,0,1,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,90,3.92,360,90,"M3Q3","A",2,90,3.92,360,90,75,3.92,350,85,105,6.42,370,95
149,"R_9S2bc96daIHSabv",543,40,0,1,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,90,3.92,360,90,"M3Q4","A",2,90,3.92,360,90,100,1.42,350,87.5,75,3.92,350,85
149,"R_9S2bc96daIHSabv",543,40,0,1,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,90,3.92,360,90,"M3Q5","A",2,90,3.92,360,90,105,5.42,370,92.5,75,3.92,360,85
149,"R_9S2bc96daIHSabv",543,40,0,1,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,90,3.92,360,90,"M3Q6","B",3,90,3.92,360,90,80,6.42,370,92.5,100,1.42,370,92.5
149,"R_9S2bc96daIHSabv",543,40,0,1,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,90,3.92,360,90,"M3Q7","A",2,90,3.92,360,90,75,2.42,380,87.5,90,2.42,340,87.5
149,"R_9S2bc96daIHSabv",543,40,0,1,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,90,3.92,360,90,"M3Q8","A",2,90,3.92,360,90,105,2.42,360,95,80,6.42,370,95
149,"R_9S2bc96daIHSabv",543,40,0,1,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,90,3.92,360,90,"M3Q9","B",3,90,3.92,360,90,80,6.42,360,92.5,90,1.42,380,92.5
149,"R_9S2bc96daIHSabv",543,40,0,1,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,90,3.92,360,90,"M3Q10","B",3,90,3.92,360,90,90,5.42,340,90,80,1.42,350,87.5
150,"R_3rPtY4dibVqvitW",1127,40,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,4,4,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,2,2,2,1,1,0,0,1,0,0,35,20,675,312.5,"M1Q1","C",1,35,20,675,312.5,45.5,24,689,315.74,35,20,661,306.02
150,"R_3rPtY4dibVqvitW",1127,40,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,4,4,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,2,2,2,1,1,0,0,1,0,0,35,20,675,312.5,"M1Q2","B",3,35,20,675,312.5,42,12,689,318.98,42,24,661,315.74
150,"R_3rPtY4dibVqvitW",1127,40,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,4,4,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,2,2,2,1,1,0,0,1,0,0,35,20,675,312.5,"M1Q3","B",3,35,20,675,312.5,28,16,661,306.02,28,24,689,312.5
150,"R_3rPtY4dibVqvitW",1127,40,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,4,4,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,2,2,2,1,1,0,0,1,0,0,35,20,675,312.5,"M1Q4","A",2,35,20,675,312.5,24.5,24,682,309.26,42,16,661,309.26
150,"R_3rPtY4dibVqvitW",1127,40,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,4,4,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,2,2,2,1,1,0,0,1,0,0,35,20,675,312.5,"M1Q5","B",3,35,20,675,312.5,42,28,668,312.5,24.5,12,675,309.26
150,"R_3rPtY4dibVqvitW",1127,40,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,4,4,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,2,2,2,1,1,0,0,1,0,0,35,20,675,312.5,"M1Q6","A",2,35,20,675,312.5,28,20,675,306.02,45.5,24,689,315.74
150,"R_3rPtY4dibVqvitW",1127,40,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,4,4,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,2,2,2,1,1,0,0,1,0,0,35,20,675,312.5,"M1Q7","A",2,35,20,675,312.5,42,12,675,318.98,24.5,28,682,318.98
150,"R_3rPtY4dibVqvitW",1127,40,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,4,4,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,2,2,2,1,1,0,0,1,0,0,35,20,675,312.5,"M1Q8","C",1,35,20,675,312.5,24.5,20,661,309.26,45.5,16,675,315.74
150,"R_3rPtY4dibVqvitW",1127,40,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,4,4,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,2,2,2,1,1,0,0,1,0,0,35,20,675,312.5,"M1Q9","B",3,35,20,675,312.5,35,28,668,315.74,28,12,682,312.5
150,"R_3rPtY4dibVqvitW",1127,40,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,4,4,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,2,2,2,1,1,0,0,1,0,0,35,20,675,312.5,"M1Q10","C",1,35,20,675,312.5,35,12,689,318.98,42,28,668,318.98
151,"R_3R7mogSUe4XE5iO",541,56,0,0,1,0,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,-1,NA,0,1,2,2,1,0,0,1,0,0,10,0,450,70,"M2Q1","C",1,10,0,450,70,13,0,450,70.31,10,0,454,70.62
151,"R_3R7mogSUe4XE5iO",541,56,0,0,1,0,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,-1,NA,0,1,2,2,1,0,0,1,0,0,10,0,450,70,"M2Q2","C",1,10,0,450,70,8,0,454,70,8,0,446,69.69
151,"R_3R7mogSUe4XE5iO",541,56,0,0,1,0,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,-1,NA,0,1,2,2,1,0,0,1,0,0,10,0,450,70,"M2Q3","B",3,10,0,450,70,7,0,446,69.69,12,0,454,70.62
151,"R_3R7mogSUe4XE5iO",541,56,0,0,1,0,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,-1,NA,0,1,2,2,1,0,0,1,0,0,10,0,450,70,"M2Q4","A",2,10,0,450,70,13,0,450,70.31,13,0,448,70
151,"R_3R7mogSUe4XE5iO",541,56,0,0,1,0,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,-1,NA,0,1,2,2,1,0,0,1,0,0,10,0,450,70,"M2Q5","C",1,10,0,450,70,7,0,448,69.38,8,0,454,70
151,"R_3R7mogSUe4XE5iO",541,56,0,0,1,0,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,-1,NA,0,1,2,2,1,0,0,1,0,0,10,0,450,70,"M2Q6","C",1,10,0,450,70,8,0,452,70,12,0,450,70.31
151,"R_3R7mogSUe4XE5iO",541,56,0,0,1,0,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,-1,NA,0,1,2,2,1,0,0,1,0,0,10,0,450,70,"M2Q7","C",1,10,0,450,70,12,0,446,69.69,7,0,450,69.38
151,"R_3R7mogSUe4XE5iO",541,56,0,0,1,0,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,-1,NA,0,1,2,2,1,0,0,1,0,0,10,0,450,70,"M2Q8","C",1,10,0,450,70,10,0,446,69.38,13,0,452,70.31
151,"R_3R7mogSUe4XE5iO",541,56,0,0,1,0,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,-1,NA,0,1,2,2,1,0,0,1,0,0,10,0,450,70,"M2Q9","A",2,10,0,450,70,12,0,448,70.62,7,0,452,70.62
151,"R_3R7mogSUe4XE5iO",541,56,0,0,1,0,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,-1,NA,0,1,2,2,1,0,0,1,0,0,10,0,450,70,"M2Q10","C",1,10,0,450,70,7,0,452,69.69,10,0,446,69.69
152,"R_1IaZhP2ErMCJ03j",839,45,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,1,1,1,0,1,0,1,0,0,0,50,4,540,125,"M1Q1","C",1,50,4,540,125,65,4.8,560,127.31,50,4,520,120.37
152,"R_1IaZhP2ErMCJ03j",839,45,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,1,1,1,0,1,0,1,0,0,0,50,4,540,125,"M1Q2","B",3,50,4,540,125,60,2.4,560,129.63,60,4.8,520,127.31
152,"R_1IaZhP2ErMCJ03j",839,45,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,1,1,1,0,1,0,1,0,0,0,50,4,540,125,"M1Q3","A",2,50,4,540,125,40,3.2,520,120.37,40,4.8,560,125
152,"R_1IaZhP2ErMCJ03j",839,45,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,1,1,1,0,1,0,1,0,0,0,50,4,540,125,"M1Q4","A",2,50,4,540,125,35,4.8,550,122.69,60,3.2,520,122.69
152,"R_1IaZhP2ErMCJ03j",839,45,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,1,1,1,0,1,0,1,0,0,0,50,4,540,125,"M1Q5","B",3,50,4,540,125,60,5.6,530,125,35,2.4,540,122.69
152,"R_1IaZhP2ErMCJ03j",839,45,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,1,1,1,0,1,0,1,0,0,0,50,4,540,125,"M1Q6","C",1,50,4,540,125,40,4,540,120.37,65,4.8,560,127.31
152,"R_1IaZhP2ErMCJ03j",839,45,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,1,1,1,0,1,0,1,0,0,0,50,4,540,125,"M1Q7","A",2,50,4,540,125,60,2.4,540,129.63,35,5.6,550,129.63
152,"R_1IaZhP2ErMCJ03j",839,45,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,1,1,1,0,1,0,1,0,0,0,50,4,540,125,"M1Q8","A",2,50,4,540,125,35,4,520,122.69,65,3.2,540,127.31
152,"R_1IaZhP2ErMCJ03j",839,45,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,1,1,1,0,1,0,1,0,0,0,50,4,540,125,"M1Q9","B",3,50,4,540,125,50,5.6,530,127.31,40,2.4,550,125
152,"R_1IaZhP2ErMCJ03j",839,45,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,1,1,1,0,1,0,1,0,0,0,50,4,540,125,"M1Q10","A",2,50,4,540,125,50,2.4,560,129.63,60,5.6,530,129.63
153,"R_1DpQ01ZIAsXLvN0",544,56,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,1,0,0,1,1,0,1,1,0,0,0,27,3,600,400,"M1Q1","C",1,27,3,600,400,35.1,3.6,610.8,403.6,27,3,589.2,392.8
153,"R_1DpQ01ZIAsXLvN0",544,56,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,1,0,0,1,1,0,1,1,0,0,0,27,3,600,400,"M1Q2","C",1,27,3,600,400,32.4,1.8,610.8,407.2,32.4,3.6,589.2,403.6
153,"R_1DpQ01ZIAsXLvN0",544,56,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,1,0,0,1,1,0,1,1,0,0,0,27,3,600,400,"M1Q3","A",2,27,3,600,400,21.6,2.4,589.2,392.8,21.6,3.6,610.8,400
153,"R_1DpQ01ZIAsXLvN0",544,56,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,1,0,0,1,1,0,1,1,0,0,0,27,3,600,400,"M1Q4","A",2,27,3,600,400,18.9,3.6,605.4,396.4,32.4,2.4,589.2,396.4
153,"R_1DpQ01ZIAsXLvN0",544,56,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,1,0,0,1,1,0,1,1,0,0,0,27,3,600,400,"M1Q5","B",3,27,3,600,400,32.4,4.2,594.6,400,18.9,1.8,600,396.4
153,"R_1DpQ01ZIAsXLvN0",544,56,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,1,0,0,1,1,0,1,1,0,0,0,27,3,600,400,"M1Q6","A",2,27,3,600,400,21.6,3,600,392.8,35.1,3.6,610.8,403.6
153,"R_1DpQ01ZIAsXLvN0",544,56,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,1,0,0,1,1,0,1,1,0,0,0,27,3,600,400,"M1Q7","B",3,27,3,600,400,32.4,1.8,600,407.2,18.9,4.2,605.4,407.2
153,"R_1DpQ01ZIAsXLvN0",544,56,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,1,0,0,1,1,0,1,1,0,0,0,27,3,600,400,"M1Q8","A",2,27,3,600,400,18.9,3,589.2,396.4,35.1,2.4,600,403.6
153,"R_1DpQ01ZIAsXLvN0",544,56,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,1,0,0,1,1,0,1,1,0,0,0,27,3,600,400,"M1Q9","B",3,27,3,600,400,27,4.2,594.6,403.6,21.6,1.8,605.4,400
153,"R_1DpQ01ZIAsXLvN0",544,56,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,1,0,0,1,1,0,1,1,0,0,0,27,3,600,400,"M1Q10","A",2,27,3,600,400,27,1.8,610.8,407.2,32.4,4.2,594.6,407.2
154,"R_3QEkGuPwsS902qn",1887,58,0,0,1,0,0,1,1,0,0,1,0,2,0,2,0,1,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,-1,2,2,1,0,0,0,1,0,20,5,720,430,"M1Q1","C",1,20,5,720,430,26,6,728,432.39,20,5,712,425.22
154,"R_3QEkGuPwsS902qn",1887,58,0,0,1,0,0,1,1,0,0,1,0,2,0,2,0,1,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,-1,2,2,1,0,0,0,1,0,20,5,720,430,"M1Q2","A",2,20,5,720,430,24,3,728,434.78,24,6,712,432.39
154,"R_3QEkGuPwsS902qn",1887,58,0,0,1,0,0,1,1,0,0,1,0,2,0,2,0,1,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,-1,2,2,1,0,0,0,1,0,20,5,720,430,"M1Q3","C",1,20,5,720,430,16,4,712,425.22,16,6,728,430
154,"R_3QEkGuPwsS902qn",1887,58,0,0,1,0,0,1,1,0,0,1,0,2,0,2,0,1,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,-1,2,2,1,0,0,0,1,0,20,5,720,430,"M1Q4","C",1,20,5,720,430,14,6,724,427.61,24,4,712,427.61
154,"R_3QEkGuPwsS902qn",1887,58,0,0,1,0,0,1,1,0,0,1,0,2,0,2,0,1,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,-1,2,2,1,0,0,0,1,0,20,5,720,430,"M1Q5","B",3,20,5,720,430,24,7,716,430,14,3,720,427.61
154,"R_3QEkGuPwsS902qn",1887,58,0,0,1,0,0,1,1,0,0,1,0,2,0,2,0,1,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,-1,2,2,1,0,0,0,1,0,20,5,720,430,"M1Q6","C",1,20,5,720,430,16,5,720,425.22,26,6,728,432.39
154,"R_3QEkGuPwsS902qn",1887,58,0,0,1,0,0,1,1,0,0,1,0,2,0,2,0,1,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,-1,2,2,1,0,0,0,1,0,20,5,720,430,"M1Q7","C",1,20,5,720,430,24,3,720,434.78,14,7,724,434.78
154,"R_3QEkGuPwsS902qn",1887,58,0,0,1,0,0,1,1,0,0,1,0,2,0,2,0,1,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,-1,2,2,1,0,0,0,1,0,20,5,720,430,"M1Q8","C",1,20,5,720,430,14,5,712,427.61,26,4,720,432.39
154,"R_3QEkGuPwsS902qn",1887,58,0,0,1,0,0,1,1,0,0,1,0,2,0,2,0,1,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,-1,2,2,1,0,0,0,1,0,20,5,720,430,"M1Q9","B",3,20,5,720,430,20,7,716,432.39,16,3,724,430
154,"R_3QEkGuPwsS902qn",1887,58,0,0,1,0,0,1,1,0,0,1,0,2,0,2,0,1,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,-1,2,2,1,0,0,0,1,0,20,5,720,430,"M1Q10","A",2,20,5,720,430,20,3,728,434.78,24,7,716,434.78
155,"R_BQAv5n0kSI1rITT",320,29,1,0,0,0,0,1,0,1,0,1,0,1,2,1,0,0,1,1,0,0,0,5,4,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,63,21.88,390,500,"M3Q1","A",2,63,21.88,390,500,73,24.38,410,525.64,73,23.38,370,500
155,"R_BQAv5n0kSI1rITT",320,29,1,0,0,0,0,1,0,1,0,1,0,1,2,1,0,0,1,1,0,0,0,5,4,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,63,21.88,390,500,"M3Q2","C",1,63,21.88,390,500,63,21.88,380,474.36,78,23.38,410,525.64
